รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-000999,วัสดุใช้ไป,หมอน สำหรับรองให้นมบุตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,500,,0,0,,,TRUE,
P230-001000,วัสดุใช้ไป,กล่องพลาสติก ทรงสี่เหลี่ยม แบบมีฝาปิด ขนาด 100 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,500,,0,0,,,TRUE,
P230-001001,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก ถังขยะพลาสติก ขนาดไม่น้อยกว่า 60 ลิตร แบบเท้าเหยียบ ขนาด 60 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถัง,"1,500.00",,0,0,,,TRUE,
P230-001002,วัสดุใช้ไป,กล่องรองเท้า แบบฝาหน้า,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่อง,150,,0,0,,,TRUE,
P230-001003,วัสดุใช้ไป,กระจกเงา ขนาด 55 x 90 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,บาน,"2,090.00",,0,0,,,TRUE,
P230-001004,วัสดุใช้ไป,ตะกร้า แบบทรงเหลี่ยม ขนาด 37.5 x 26.5 x 14.2 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,159,,0,0,,,TRUE,
P230-001005,วัสดุใช้ไป,รองเท้า แบบ Slippers ขนาด Free size,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,259,,0,0,,,TRUE,
P230-001006,วัสดุใช้ไป,ผ้าขนหนู ขนาด 24 x 48 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,โหล,"1,200.00",,0,0,,,TRUE,
P230-001007,วัสดุใช้ไป,มู่ลี่ ชนิดไวนิล ขนาด 120 x 160 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผืน,750,,0,0,,,TRUE,
P230-001008,วัสดุใช้ไป,เก้าอี้ ชนิดพลาสติก เกรด A สำหรับผู้ป่วย,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,500,,0,0,,,TRUE,
P230-001009,วัสดุใช้ไป,นาฬิกา แบบแขวนผนัง,วัสดุสำนักงาน,วัสดุสำนักงาน,เรือน,400,,0,0,,,TRUE,
P230-001010,วัสดุใช้ไป,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,290,,0,0,,,FALSE,
P230-001011,วัสดุใช้ไป,ตู้อเนกประสงค์ ชนิดพลาสติก แบบ 7 ชั้น ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,"1,000.00",,0,0,,,TRUE,
P230-001012,วัสดุใช้ไป,เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,350,,0,0,,,TRUE,
P230-001013,วัสดุใช้ไป,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,290,,0,0,,,FALSE,
P230-001014,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 12 x 25 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,170,,0,0,,,TRUE,
P230-001015,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 10 x 15 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,150,,0,0,,,TRUE,
P230-001016,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 20 x 50 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,300,,0,0,,,TRUE,
P230-001017,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 15 x 15 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ชิ้น,170,,0,0,,,TRUE,
P230-001018,วัสดุใช้ไป,ชั้นอเนกประสงค์ ชนิดพลาสติก,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,300,,0,0,,,TRUE,
P230-001019,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก สำหรับเก็บเครื่องมือ ขนาด 12 นิ้ว สีใส,วัสดุสำนักงาน,วัสดุสำนักงาน,ใบ,300,,0,0,,,TRUE,
P230-001020,วัสดุใช้ไป,ชาร์ททะเบียนผู้ป่วย แบบอลูมีเนียม,วัสดุอื่นๆ,วัสดุอื่นๆ,อัน,600,,0,0,,,TRUE,
P230-001021,วัสดุใช้ไป,กรวยจราจร ชนิดพับเก็บได้ พลาสติก ขนาด 42 ซม.,วัสดุอื่นๆ,วัสดุอื่นๆ,กรวย,350,,0,0,,,TRUE,
P230-001022,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่าง แบบกากบาท ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,520,,0,0,,,TRUE,
P230-001023,วัสดุใช้ไป,ตะแกรงน้ำทิ้ง แบบสแตนเลส ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12,,0,0,,,TRUE,
P230-001024,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบใบพาย ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,550,,0,0,,,TRUE,
P230-001025,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 8 x 1,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20,,0,0,,,TRUE,
P230-001026,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 8 x 2,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,25,,0,0,,,TRUE,
P230-001027,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 3/4,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20,,0,0,,,TRUE,
P230-001028,วัสดุใช้ไป,ตระแกรง ชนิดพลาสติก แบบก้างปลารังผึ้ง ขนาดกลาง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20,,0,0,,,TRUE,
P230-001029,วัสดุใช้ไป,โคมไฟ ชนิดคู่ แบบออกไก่ ขนาด 2 x 40 watt.,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,320,,0,0,,,TRUE,
P230-001030,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 10 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,75,,0,0,,,TRUE,
P230-001031,วัสดุใช้ไป,สีน้ำมัน สีทองคำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,385,,0,0,,,TRUE,
P230-001032,วัสดุใช้ไป,กาว ชนิด epoxy,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,132,,0,0,,,TRUE,
P230-001033,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบต่อล่าง ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,605,,0,0,,,TRUE,
P230-001034,วัสดุใช้ไป,ยกเลิก ไมค์โครโฟน แบบไร้สาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ชุด,"2,900.00",,0,0,,,FALSE,
P230-001035,วัสดุใช้ไป,แบตเตอรี่ ขนาด 4V 5AH DEL,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูก,219,,0,0,,,TRUE,
P230-001036,วัสดุใช้ไป,ป้ายชื่อ แบบสามเหลี่ยม ขนาด 4x12 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,95,,0,0,,,TRUE,
P230-001037,วัสดุใช้ไป,ก้างปลา,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20,,0,0,,,TRUE,
P230-001038,วัสดุใช้ไป,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,"1,485.00",,0,0,,,TRUE,
P230-001039,วัสดุใช้ไป,เกลียวเร่ง ขนาด 3 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,60,,0,0,,,TRUE,
P230-001040,วัสดุใช้ไป,หน้ากากปลั๊กไฟ แบบกันน้ำ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,56,,0,0,,,TRUE,
P230-001041,วัสดุใช้ไป,ถังปูน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ใบ,50,,0,0,,,TRUE,
P230-001042,วัสดุใช้ไป,เทปพิมพ์,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,600,,0,0,,,TRUE,
P230-001043,วัสดุใช้ไป,กระดาษถ่ายเอกสาร ขนาด A3,วัสดุสำนักงาน,วัสดุสำนักงาน,รีม,265,,0,0,,,TRUE,
P230-001044,วัสดุใช้ไป,สติ๊กเกอร์ ชนิดกระดาษ แบบสี ขนาด A4 สีขาวด้าน,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,125,,0,0,,,TRUE,
P230-001045,วัสดุใช้ไป,แผ่นรองตัด ขนาด 30*45 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,240,,0,0,,,TRUE,
P230-001046,วัสดุใช้ไป,ถังน้ำดื่ม ชนิดพลาสติก ขนาด 20 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,100,,0,0,,,TRUE,
P230-001047,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับสายสลิง,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,7,,0,0,,,TRUE,
P230-001048,วัสดุใช้ไป,กาว ชนิดซิลิโคน สำหรับยาแนว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,50,,0,0,,,TRUE,
P230-001049,วัสดุใช้ไป,ถุงมือ ชนิดถัก แบบเคลือบไนไตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,35,,0,0,,,TRUE,
P230-001050,วัสดุใช้ไป,น้ำยา สำหรับประสานคอนกรีต,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,219,,0,0,,,TRUE,
P230-001051,วัสดุใช้ไป,น้ำยา สำหรับขจัดท่อตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,230,,0,0,,,TRUE,
P230-001052,วัสดุใช้ไป,เกล็ดโซดาไฟ สำหรับขจัดท่อตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,69,,0,0,,,TRUE,
P230-001053,วัสดุใช้ไป,สเปร์ย ชนิดโฟม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,359,,0,0,,,TRUE,
P230-001054,วัสดุใช้ไป,สามทาง ชนิด PVC แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,20,,0,0,,,TRUE,
P230-001055,วัสดุใช้ไป,น๊อต แบบเกลียว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุง,30,,0,0,,,TRUE,
P230-001056,วัสดุใช้ไป,ลวด,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิโลกรัม,70,,0,0,,,TRUE,
P230-001057,วัสดุใช้ไป,น๊อต ขนาด 2 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิโลกรัม,100,,0,0,,,TRUE,
P230-001058,วัสดุใช้ไป,ท่อน้ำ ชนิดเหล็ก แบบตรง ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,"1,285.00",,0,0,,,TRUE,
P230-001059,วัสดุใช้ไป,นิปเปิ้ล ชนิดเหล็ก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,110,,0,0,,,TRUE,
P230-001060,วัสดุใช้ไป,ข้องอ ชนิดเหล็ก แบบ 90 องศา ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,160,,0,0,,,TRUE,
P230-001061,วัสดุใช้ไป,สามทาง ชนิดเหล็ก แบบลด ขนาด 1*1/3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,220,,0,0,,,TRUE,
P230-001062,วัสดุใช้ไป,Ram BUS 2666 DDR4 ขนาด 8 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,790,,0,0,,,TRUE,
P230-001063,วัสดุใช้ไป,กุญแจ แบบบิด สำหรับบานเลื่อน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,570,,0,0,,,TRUE,
P230-001064,วัสดุใช้ไป,ปืนฉีด สำหรับปั้มลม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ชุด,320,,0,0,,,TRUE,
P230-001065,วัสดุใช้ไป,บันได ชนิดไม้ไผ่ แบบ 13 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,900,,0,0,,,TRUE,
P230-001066,วัสดุใช้ไป,สปริงเกอร์,วัสดุการเกษตร,วัสดุการเกษตร,ตัว,17,,0,0,,,TRUE,
P230-001067,วัสดุใช้ไป,ข้อต่อ ชนิดเหล็ก สำหรับต่อสายยาง ขนาด 1/2 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,ตัว,28,,0,0,,,TRUE,
P230-001068,วัสดุใช้ไป,สาย Printer แบบ USB ขนาดยาว 5 เมตร,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,เส้น,159,,0,0,,,TRUE,
P230-001069,วัสดุใช้ไป,สาย Printer แบบ USB ขนาดยาว 10 เมตร,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,เส้น,220,,0,0,,,TRUE,
P230-001070,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่างล้างหน้า แบบหางปลา ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,590,,0,0,,,TRUE,
P230-001071,วัสดุใช้ไป,แม่สี เบอร์ 9RC,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,260,,0,0,,,TRUE,
P230-001072,วัสดุใช้ไป,เหล็กนำ STN,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,45,,0,0,,,TRUE,
P230-001073,วัสดุใช้ไป,ไมค์โครโฟน แบบมีสาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ตัว,790,,0,0,,,TRUE,
P230-001074,วัสดุใช้ไป,ไมค์โครโฟน ชนิดคู่ แบบไร้สาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ชุด,890,,0,0,,,TRUE,
P230-001075,วัสดุใช้ไป,หลอดไฟ ชนิด LED แบบฟูลเซ็ท ขนาด 16 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,295,,0,0,,,TRUE,
P230-001076,วัสดุใช้ไป,สาย RCA2 ขนาด 1.8 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,65,,0,0,,,TRUE,
P230-001077,วัสดุใช้ไป,กระจกโค้ง สำหรับมุมอับสายตา ขนาด 80 ซม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,980,,0,0,,,TRUE,
P230-001078,วัสดุใช้ไป,แบตเตอรี่ สำหรับเครื่องเอกซเรย์เคลื่อนที่ ขนาด 12V 9Ah,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชิ้น,"2,400.00",,0,0,,,TRUE,
P230-001079,วัสดุใช้ไป,ชุดหูฝานั่งรองชักโครก ชนิดพลาสติก,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,650,,0,0,,,TRUE,
P230-001080,วัสดุใช้ไป,สกรู ชนิดไดวอ ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,95,,0,0,,,TRUE,
P230-001081,วัสดุใช้ไป,สกรู ชนิดหัวบล๊อค แบบปลายแหลม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,3.5,,0,0,,,TRUE,
P230-001082,วัสดุใช้ไป,กาว ชนิดยาง ขนาดใหญ่,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระปุก,144,,0,0,,,TRUE,
P230-001083,วัสดุใช้ไป,จอบ ชนิดเหล็ก แบบด้ามไม้,วัสดุการเกษตร,วัสดุการเกษตร,อัน,295,,0,0,,,TRUE,
P230-001084,วัสดุใช้ไป,เสียม ชนิดเหล็ก แบบด้ามไม้,วัสดุการเกษตร,วัสดุการเกษตร,อัน,315,,0,0,,,TRUE,
P230-001085,วัสดุใช้ไป,บันได ชนิดอลูมีเนียม แบบ 5 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,"1,090.00",,0,0,,,TRUE,
P230-001086,วัสดุใช้ไป,ป้าย ชนิดอลูมีเนียม ห้ามจอดรถ สีสท้อนแสง,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,แผ่น,535,,0,0,,,TRUE,
P230-001087,วัสดุใช้ไป,ป้าย ชนิดอลูมีเนียม ระวังสายไฟฟ้าแรงสูง สีสท้อนแสง,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,แผ่น,535,,0,0,,,TRUE,
P230-001088,วัสดุใช้ไป,ตาข่าย สำหรับกันสัตว์ปีนเสาไฟฟ้า ขนาด 45*65 ซม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,650,,0,0,,,TRUE,
P230-001089,วัสดุใช้ไป,กระดาษถ่ายเอกสาร ขนาด A5,วัสดุสำนักงาน,วัสดุสำนักงาน,รีม,65,,0,0,,,TRUE,
P230-001090,วัสดุใช้ไป,สายยาง ขนาด 5/8 นิ้ว ยาว 20 เมตร,วัสดุการเกษตร,วัสดุการเกษตร,เส้น,590,,0,0,,,TRUE,
P230-001091,วัสดุใช้ไป,ป้ายตราสัญลักษณ์ วปร. แบบพร้อมฐานตั้งโต๊ะ,วัสดุสำนักงาน,วัสดุสำนักงาน,ชุด,650,,0,0,,,TRUE,
P230-001092,วัสดุใช้ไป,บันได ชนิดอลูมีเนียม แบบ 4 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,"2,190.00",,0,0,,,TRUE,
P230-001093,วัสดุใช้ไป,หมึก Printer Laser TN-2560,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,"1,390.00",,0,0,,,TRUE,
P230-001094,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับตู้คูลเลอร์ ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,390,,0,0,,,TRUE,
P230-001095,วัสดุใช้ไป,กุญแจ แบบขอสับ สำหรับบานเลื่อน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,450,,0,0,,,TRUE,
P230-001096,วัสดุใช้ไป,คีม ชนิดปากงอ สำหรับหนีบแหวน ขนาด 6 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,215,,0,0,,,TRUE,
P230-001097,วัสดุใช้ไป,คีม สำหรับปลอกสายไฟ ขนาด 9 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,200,,0,0,,,TRUE,
P230-001098,วัสดุใช้ไป,สายดิน ขนาด 1*2.5 สีเขียว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,12,,0,0,,,TRUE,
P230-001099,วัสดุใช้ไป,สายไฟ แบบคอนโทรล,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,10,,0,0,,,TRUE,
P230-001100,วัสดุใช้ไป,แท่งกราวด์ สำหรับโหลดทองแดง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,65,,0,0,,,TRUE,
P230-001101,วัสดุใช้ไป,หางปลา สำหรับสายคอนโทรล,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,270,,0,0,,,TRUE,
P230-001102,วัสดุใช้ไป,ยางปั๊มท่อน้ำ ขนาดหน้าใหญ่,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,110,,0,0,,,TRUE,
P230-001103,วัสดุใช้ไป,ผ้าใบคลุมเต้นท์ แบบโค้ง ขนาด 4*8 เมตร,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,"13,375.00",,0,0,,,TRUE,
P230-001104,วัสดุใช้ไป,ขันน้ำ ชนิดพลาสติก แบบไม่มีด้าม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,25,,0,0,,,TRUE,
P230-001105,วัสดุใช้ไป,ท่อสูบน้ำ ชนิดผ้าใบ PVC ขนาด 2 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,เมตร,80,,0,0,,,TRUE,
P230-001106,วัสดุใช้ไป,Hardisk ชนิด SSD Internal ขนาด 500 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,"1,690.00",,1,"1,690.00",,,TRUE,
P230-001107,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก แบบ 4 ช่อง และฝาล๊อค ขนาด 37.5 x 25.6 x 10 ซม. สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,159,,0,0,,,TRUE,
P230-001108,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก แบบ 6 ช่อง และฝาล๊อค ขนาด 55.5 x 25.6 x 10 ซม. สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,199,,0,0,,,TRUE,
P230-001109,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก แบบมีฝาล๊อค ขนาด 70.5 ลิตร สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,309,,0,0,,,TRUE,
P230-001110,วัสดุใช้ไป,ท่อน้ำ ชนิดเหล็ก ขนาด 2.5 นิ้ว สีดำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อ,"1,050.00",,0,0,,,TRUE,
P230-001111,วัสดุใช้ไป,น๊อต แบบเกลียวปล่อย ขนาด 7*1.5,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,20,,0,0,,,TRUE,
P230-001112,วัสดุใช้ไป,ตะแกรงน้ำทิ้ง แบบสแตนเลส ขนาด 2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,11,,0,0,,,TRUE,
P230-001113,วัสดุใช้ไป,ปูน สำหรับยาแนว สีขาว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุง,50,,0,0,,,TRUE,
P230-001114,วัสดุใช้ไป,หมึก Printer Laser FUJI-XEROX CT202877 สีดำ,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,980,,8,"7,840.00",,,TRUE,
P230-001115,วัสดุใช้ไป,หมึก Printer Laser FUJI-XEROX CT203486 สีดำ,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,"1,350.00",,7,"9,450.00",,,TRUE,
P230-001116,วัสดุใช้ไป,หมึก Printer Laser FUJI-XEROX CT203486 สีชมพู,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,"1,350.00",,7,"9,450.00",,,TRUE,
P230-001117,วัสดุใช้ไป,หมึก Printer Laser FUJI-XEROX CT203486 สีเหลือง,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,"1,350.00",,7,"9,450.00",,,TRUE,
P230-001118,วัสดุใช้ไป,ราวจับ ชนิดสแตนเลส สำหรับจับกันลื่น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,"1,159.00",,0,0,,,TRUE,
P230-001119,วัสดุใช้ไป,กล่องกระดาษชำระ ชนิดพลาสติก สำหรับห้องน้ำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,219,,0,0,,,TRUE,
P230-001120,วัสดุใช้ไป,หลอดไฟ ชนิด LED แบบไฟฉุกเฉินโซล่าเซล ขนาด 180 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,180,,0,0,,,TRUE,
P230-001121,วัสดุใช้ไป,ไฟฉุกเฉิน ชนิด LED ขนาด 2*6 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,"1,890.00",,0,0,,,TRUE,
P230-001122,วัสดุใช้ไป,หลอดไฟ ชนิด LED แบบโซล่าเซล ขนาดใหญ่ ขนาด 535 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,400,,0,0,,,TRUE,
P230-001123,วัสดุใช้ไป,ปลั๊กไฟพ่วง พร้อมล้อเก็บสายไฟ แบบ 4 ช่อง ขนาด 3600 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,"2,090.00",,0,0,,,TRUE,
P230-001124,วัสดุใช้ไป,สามทาง ชนิด PVC ขนาด 2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,70,,0,0,,,TRUE,
P230-001125,วัสดุใช้ไป,กระถาง พร้อมจานรอง สำหรับปลูกต้นไม้ ขนาด 9 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,ชุด,220,,0,0,,,TRUE,
P230-001126,วัสดุใช้ไป,รางสายไฟ แบบ TD205,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,85,,0,0,,,TRUE,
P230-001127,วัสดุใช้ไป,ก้านกดน้ำ แบบ BT007,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,149,,0,0,,,TRUE,
P230-001128,วัสดุใช้ไป,ก้านกดน้ำ แบบ BT008,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,109,,0,0,,,TRUE,
P230-001129,วัสดุใช้ไป,แผ่นเจียร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,25,,0,0,,,TRUE,
P230-001130,วัสดุใช้ไป,Memory card ชนิด Micro SD ขนาด 32 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,199,,0,0,,,TRUE,
P230-001131,วัสดุใช้ไป,ข้อต่อตรง ชนิด PVC แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,6,,0,0,,,TRUE,
